ensembl_gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,gene_biotype
ENSMUSG00000073947,377.38881632896937,1.9746480854600084,0.42375353798719284,4.447985886270668e-7,3.2763122707288696e-4,Olfr615,protein_coding
ENSMUSG00000094063,152.89238413471364,2.26802178441783,0.5095656272645775,7.087007606958414e-7,5.011364819032433e-4,Olfr638,protein_coding
ENSMUSG00000045479,146.0535712973941,-2.7739251174839166,0.6723543793139543,1.0109802435151285e-6,6.873887978792477e-4,Olfr459,protein_coding
ENSMUSG00000073932,106.71819972594442,2.4498066717086715,0.5787138496270046,1.0948596980930135e-6,7.168492497366034e-4,Olfr641,protein_coding
ENSMUSG00000050215,79.1168859737623,-3.150131253595278,0.8397744818538924,1.362700133828254e-6,8.306832057177889e-4,Olfr70,protein_coding
ENSMUSG00000073916,409.18202319496777,2.694476362528774,0.6650377913953051,1.31726135689528e-6,8.306832057177889e-4,Olfr669,protein_coding
ENSMUSG00000078202,77.47749532749276,1.3396775584836385,0.3384545964023176,1.7456867145126688e-6,0.0010286749913051652,Nrarp,protein_coding
ENSMUSG00000048153,205.80281980280597,-2.720545798158889,0.7026637159843342,1.8782881198485132e-6,0.001071108947828452,Olfr49,protein_coding
ENSMUSG00000073926,1295.226612344357,1.6202999910137321,0.3979670653164181,1.96276948222612e-6,0.001084307465837292,Olfr653,protein_coding
ENSMUSG00000073906,250.2766245612804,2.4699340236978706,0.6418377620474148,2.5285295888459638e-6,0.0013545256385339077,Olfr692,protein_coding
ENSMUSG00000021679,379.66391227983223,1.374306741888077,0.3793851092900243,3.645706259645324e-6,0.0018955528017061778,S100z,protein_coding
ENSMUSG00000051528,218.42169430807036,2.6289135559321055,0.7453944894128881,3.891128997830041e-6,0.001965353669246842,Olfr424,protein_coding
ENSMUSG00000055838,191.7307770771133,-1.8115460339445302,0.48642442030259464,4.236195248343713e-6,0.0020802072111172267,Olfr357,protein_coding
ENSMUSG00000021508,242.63863146068053,1.931637110387435,0.5336644059609726,5.12572283379182e-6,0.0024489872501559946,Cxcl14,protein_coding
ENSMUSG00000094119,175.2437934309089,2.718201379565916,0.8486443538198166,5.825472251005795e-6,0.0027100710119284327,Olfr612,protein_coding
ENSMUSG00000075117,189.90772829782017,-3.0974602207369992,1.1429910532090042,6.283669691669393e-6,0.0028079890835853516,Olfr1198,protein_coding
ENSMUSG00000021684,47.10117022277348,-1.9210616403735745,0.5516784767303737,6.512476096108124e-6,0.0028079890835853516,Pde8b,protein_coding
ENSMUSG00000036305,136.67741083014667,-1.2076763361843423,0.38400571699021097,6.452239095303162e-6,0.0028079890835853516,Rpl39-ps,processed_pseudogene
ENSMUSG00000026193,216.67429842171464,1.4056459476410454,0.4257336629962261,6.894431894372176e-6,0.002901899214969318,Fn1,protein_coding
ENSMUSG00000094531,134.99075694076723,1.4372820749638078,0.43783556862496553,7.414687735031764e-6,0.0030482988320905003,Olfr671,protein_coding
ENSMUSG00000050788,361.52856484304357,1.5586459754450113,0.467636558413793,7.6110666734214865e-6,0.0030579190148351146,Olfr419,protein_coding
ENSMUSG00000053815,110.77767160891243,1.526017737440016,0.46521733279379757,8.126486303241997e-6,0.0031924449970824895,Olfr744,protein_coding
ENSMUSG00000031112,433.0043889359489,-1.0657883814152092,0.38343761783230623,9.143461748536215e-6,0.0034391088678856004,Stk26,protein_coding
ENSMUSG00000068259,254.51782297457305,-2.495989517160722,0.8165553755125601,9.067732990863352e-6,0.0034391088678856004,Olfr461,protein_coding
ENSMUSG00000042219,31.126501612965942,2.2370585697824334,0.7187178541899494,1.0323171983477053e-5,0.003801938215081403,Olfr631,protein_coding
ENSMUSG00000085019,452.52257220165336,-1.5149199913558955,0.48769826421027535,1.0827634741485096e-5,0.003906345448162725,Pard3bos2,lncRNA
ENSMUSG00000044824,182.97296905697462,1.944230433108629,0.6277458716043888,1.2057079348620334e-5,0.004262900974498205,Olfr545,protein_coding
ENSMUSG00000068373,1548.399037368629,0.8502915180149209,0.36734226303630174,1.28580890629844e-5,0.004456966636381142,D430041D05Rik,protein_coding
ENSMUSG00000059397,136.3782639732358,2.0541634835156906,0.6838744326235642,1.338822155159282e-5,0.0045514803959434205,Olfr54,protein_coding
ENSMUSG00000040896,26.158666639186176,2.4967132149911877,0.9119961718231682,1.3853595137757698e-5,0.004620827449910955,Kcnd3,protein_coding
ENSMUSG00000050266,361.70169299821134,2.273648696368985,0.7915723794655146,1.4181922578579801e-5,0.004642741247113588,Olfr690,protein_coding
ENSMUSG00000050134,121.274217130848,1.8637430638937733,0.6382971460728367,1.603527119943103e-5,0.0051060818289719355,Olfr430,protein_coding
ENSMUSG00000048904,489.11503631984954,1.545482664999775,0.539226942257391,1.6463777817139966e-5,0.0051060818289719355,Neurog1,protein_coding
ENSMUSG00000013846,118.84361233658137,1.8107059224652566,0.6212065421742679,1.623864069195082e-5,0.0051060818289719355,St3gal1,protein_coding
ENSMUSG00000111021,50.28525014994892,1.8083026800926707,0.6276183591617326,1.7097295266798244e-5,0.005211137684938955,Olfr50,protein_coding
ENSMUSG00000034957,452.5289579646527,-0.8532240545450512,0.38634892773391094,1.7454325665702226e-5,0.005229789307089559,Cebpa,protein_coding
ENSMUSG00000044170,256.2211627137746,-2.2337852819964232,0.818625373383404,1.778032097241697e-5,0.005238675235839786,Olfr1384,protein_coding
ENSMUSG00000023942,28.574669698848496,2.4257043575125943,0.9501546495912229,1.8761659637220147e-5,0.005434347773781582,Slc29a1,protein_coding
ENSMUSG00000024425,3317.0644586147664,0.4123460973572833,0.2119932725162434,1.9059257946286802e-5,0.005434347773781582,Ndfip1,protein_coding
ENSMUSG00000071000,54.84839632112518,-2.5211379225106727,1.0478955338560563,1.996851161916066e-5,0.005603227752436859,Olfr155,protein_coding
ENSMUSG00000047544,194.85211262074571,1.7807029966427494,0.6482487991434511,2.1002993816878608e-5,0.005801420698355938,Olfr616,protein_coding
ENSMUSG00000001506,173.22031731540693,2.4136873268470183,1.0685843862645752,2.6695470885172435e-5,0.007260346681662743,Col1a1,protein_coding
ENSMUSG00000051095,53.3991544843784,-2.417174935547367,1.1076994457929565,2.8820172855593102e-5,0.007719439632442044,Olfr986,protein_coding
ENSMUSG00000073966,143.20914991500726,2.262908174777903,1.0453294122107037,3.5140573355661375e-5,0.009271866504199729,Olfr561,protein_coding
ENSMUSG00000043267,53.59473960585323,1.885484198434842,0.803686531469258,3.6998831278621046e-5,0.009618607931521514,Olfr1031,protein_coding
ENSMUSG00000063260,174.48372592140555,-1.5224784528219009,0.6527186678363784,3.9090741906871936e-5,0.01001516138303887,Syt10,protein_coding
ENSMUSG00000057179,131.73884700260754,-1.596256331385887,0.6912666873278948,4.1188947237955106e-5,0.010401974418179577,Olfr747,protein_coding
ENSMUSG00000081948,157.76155961594856,-2.098158958720979,1.0794519710070025,5.369142225470537e-5,0.012826445440792993,Olfr1191-ps1,protein_coding
ENSMUSG00000049926,111.25965704621532,-2.1687147418918196,1.1538077718428559,5.312424812378967e-5,0.012826445440792993,Olfr921,protein_coding
ENSMUSG00000063827,143.50925384707125,-2.2714947214232213,1.3203088342127884,5.24995229933666e-5,0.012826445440792993,Olfr1382,protein_coding
ENSMUSG00000022762,7250.826542444959,-0.9580875513271134,0.5023760350557684,5.176298441590828e-5,0.012826445440792993,Ncam2,protein_coding
ENSMUSG00000101874,137.47700100344304,-1.6715206303562637,0.8302384289408341,6.528592724128746e-5,0.015388328290286397,Olfr1391,protein_coding
ENSMUSG00000109403,24.38580085771525,-1.7698334974562566,1.8628212373562303,6.728477857158963e-5,0.015650793626165282,Olfr1311,protein_coding
ENSMUSG00000050853,231.0099361241002,1.338298214327494,0.7023360760665783,7.794414439410641e-5,0.017894760838948223,Olfr958,protein_coding
ENSMUSG00000027605,2273.072445235228,0.3184156374930684,0.1655016941973421,8.215420733491813e-5,0.018611275492037956,Acss2,protein_coding
ENSMUSG00000070407,484.23062316899615,0.9964932295571948,0.5726795177647271,8.422344379245596e-5,0.018611275492037956,Hs3st3b1,protein_coding
ENSMUSG00000020846,759.0911594337238,0.3625597559236032,0.21871647723722207,8.321675782034249e-5,0.018611275492037956,Rflnb,protein_coding
ENSMUSG00000074947,90.09497553654361,-1.6127160044399118,0.893057593693184,9.207075766572941e-5,0.0200941586915403,Olfr1312,protein_coding
ENSMUSG00000030519,2852.4266289454013,-0.25437782217978194,0.0900196595899866,9.5452270000793e-5,0.020578112549683156,Apba2,protein_coding
ENSMUSG00000044985,152.40744243698276,-1.7316135445528942,1.0608228936551685,1.1049453333659744e-4,0.023534004341257464,Olfr124,protein_coding
ENSMUSG00000020089,4793.5924591636995,0.7497436717468,0.49862976579668505,1.124254062413759e-4,0.02366019442303623,Ppa1,protein_coding
ENSMUSG00000053146,104.2140668997341,1.3454881141641644,0.7879711796378882,1.1386742999345962e-4,0.023681746204992696,Olfr352,protein_coding
ENSMUSG00000108218,3165.1296302100372,-1.5480090339206014,0.9526019281270778,1.2620656579176933e-4,0.025942786861243,Olfr1372-ps1,transcribed_unprocessed_pseudogene
ENSMUSG00000051182,227.55591438419984,1.7182058211249847,1.1674038540614577,1.3630362164177495e-4,0.027696269234290777,Olfr655,protein_coding
ENSMUSG00000073925,245.1270200433416,1.454474800109403,0.9197454278589284,1.4119865419225447e-4,0.02836488419103039,Olfr654,protein_coding
ENSMUSG00000064373,124.405273659677,1.5815677505333823,1.0421203340122003,1.4572381550886993e-4,0.028945006860289918,Selenop,protein_coding
ENSMUSG00000042796,24.5259094431016,1.6513596758521685,1.1316853091079386,1.4836765562958054e-4,0.029142704624663607,Olfr1032,protein_coding
ENSMUSG00000044288,353.5398430253795,-1.5437223125380108,1.0270943825040761,1.529902643095661e-4,0.029720460356752854,Cnr1,protein_coding
ENSMUSG00000050128,89.96818987425621,1.3848253355099582,0.9026704045454744,1.5697521890448312e-4,0.030163129562972308,Olfr1023,protein_coding
ENSMUSG00000049456,371.93094189172206,1.3858105188804213,0.9108294932470651,1.6057533113030372e-4,0.030420869304803054,Olfr1404,protein_coding
ENSMUSG00000044923,78.8492458014357,1.203316502869157,0.789582627579865,1.6201752859156427e-4,0.030420869304803054,Olfr1030,protein_coding
ENSMUSG00000075201,56.44442480544088,1.67258174471719,1.2460691486272328,1.6373225655289642e-4,0.030420869304803054,Olfr1043,protein_coding
ENSMUSG00000095286,87.59313396483299,-1.3206947906100717,0.8720572409812232,1.6519987856437906e-4,0.030420869304803054,Olfr117,protein_coding
ENSMUSG00000073954,236.07222773008957,1.1668038040970363,0.8021655923478815,1.8745381791503125e-4,0.034162975186617754,Olfr594,protein_coding
ENSMUSG00000018740,1897.6688683171078,0.9256891068549459,0.6595263665774538,1.9074150072300678e-4,0.03440743112021749,Slc25a35,protein_coding
ENSMUSG00000031189,98.25216758379717,1.0313225579217309,0.7278431278562278,1.9678078169503842e-4,0.035138289482877665,Aff2,protein_coding
ENSMUSG00000050023,444.88479525928267,1.35698786352346,0.963414132049846,1.9895378849469332e-4,0.035171050730091885,Olfr1176,protein_coding
ENSMUSG00000075199,59.88160546848597,1.4660112969296315,1.0920070693153023,2.057541251803958e-4,0.0356230525517263,Olfr52,protein_coding
ENSMUSG00000109884,28.673415801501932,1.3821742020550296,1.6307103141586625,2.0522401116886162e-4,0.0356230525517263,Olfr490,protein_coding
ENSMUSG00000034706,559.7612696499006,-0.594521070026178,0.46787933686516414,2.075559685953054e-4,0.0356230525517263,Dnai2,protein_coding
ENSMUSG00000038296,166.76961904580287,-0.8241152343064928,0.6210545214825606,2.1876369378377435e-4,0.036429074596948906,Galnt18,protein_coding
ENSMUSG00000093942,67.84296019938967,-1.5231250467084103,1.2629386155029352,2.2440359281525752e-4,0.036429074596948906,Olfr46,protein_coding
ENSMUSG00000107822,140.30574780546115,1.193586524318219,0.8685030598629175,2.2319857959563177e-4,0.036429074596948906,Olfr1358,protein_coding
ENSMUSG00000095030,206.71657748487726,1.3798027680010703,1.0409608827018364,2.2610568742876074e-4,0.036429074596948906,Olfr1513,protein_coding
ENSMUSG00000066749,194.95313913421327,1.0866880178254235,0.7923461067271059,2.239379780740605e-4,0.036429074596948906,Olfr877,protein_coding
ENSMUSG00000035557,32.01857842546547,1.5372315370917375,1.2871328195248908,2.2141376539665196e-4,0.036429074596948906,Krt17,protein_coding
ENSMUSG00000045508,31.529926400566303,1.3742104914754834,1.0360478257106112,2.266771244294818e-4,0.036429074596948906,Olfr1367,protein_coding
ENSMUSG00000055150,222.93139108231384,-0.3584941397723631,0.26667417188641745,2.3117786997266883e-4,0.0368176791475391,Zfp78,protein_coding
ENSMUSG00000025969,8824.955752703572,-0.49349318547487264,0.4059669977020104,2.465428427205357e-4,0.038153370764454256,Nrp2,protein_coding
ENSMUSG00000101480,106.36486181455705,-1.4637849513065002,1.4860083640342128,2.4373428515146763e-4,0.038153370764454256,Olfr1220,protein_coding
ENSMUSG00000049797,210.3789131178564,1.3939908557611207,1.1099221751838035,2.4819762631022967e-4,0.038153370764454256,Olfr642,protein_coding
ENSMUSG00000046650,972.6650530004197,-0.7707572528925295,0.6038570213571642,2.4449279266979554e-4,0.038153370764454256,Olfr1440,protein_coding
ENSMUSG00000022844,156.41107343855575,-0.482868540896769,0.40218122201526585,2.627986424957262e-4,0.040049606914133166,Pdia5,protein_coding
ENSMUSG00000070377,82.12698516459429,-1.1419003412413589,0.8844519827517856,2.691605173710784e-4,0.0406685438127002,Olfr43,protein_coding
ENSMUSG00000075197,158.06390300351953,0.9923787309269694,0.7810677989675079,2.8236909709286113e-4,0.04225913017082969,Olfr1046,protein_coding
ENSMUSG00000063867,85.48567211022707,1.3085222780898889,1.0762008969879204,2.8446863278248295e-4,0.04225913017082969,Olfr1511,protein_coding
ENSMUSG00000063116,186.07135059618247,0.9433452473407369,0.7551992570181899,2.951924776567253e-4,0.04348677183346325,Olfr410,protein_coding
ENSMUSG00000032318,29.070012294837493,-1.149881416467395,0.931275663453224,3.030581872049137e-4,0.04427655068932615,Isl2,protein_coding
ENSMUSG00000044899,268.51776961028844,1.3688427455942618,1.2811558693353489,3.09679678817797e-4,0.0448730931323034,Olfr649,protein_coding
ENSMUSG00000038508,34.84977849270034,1.3030263481159188,1.160740951571908,3.254126615024622e-4,0.04676947178894737,Gdf15,protein_coding
ENSMUSG00000061295,40.38839761239816,-1.2719228038935335,1.4702110467161251,3.3287606390209056e-4,0.047364303049485766,Olfr1261,protein_coding
ENSMUSG00000051706,398.0173981564705,-0.5686669927693047,0.49801531363739754,3.349099378428397e-4,0.047364303049485766,Olfr1325,protein_coding
ENSMUSG00000046643,81.78540099046647,0.930324374631641,0.781501954501074,3.4538175907290443e-4,0.04788031159820501,Olfr218,protein_coding
ENSMUSG00000094747,49.52022693223721,-1.3026946954310066,1.3787647081481649,3.487436931830537e-4,0.04788031159820501,Olfr1307,protein_coding
ENSMUSG00000033152,270.7771405872094,-0.4305370103942941,0.37651964323486625,3.4939247630775237e-4,0.04788031159820501,Podxl2,protein_coding
ENSMUSG00000022346,109.76116672473067,1.1093122722212256,0.937676523262324,3.434374638249279e-4,0.04788031159820501,Myc,protein_coding
ENSMUSG00000060404,111.31067087380217,-1.109757100661118,1.5071917852723224,3.6010582904958603e-4,0.048968852661066015,Olfr1369-ps1,protein_coding
ENSMUSG00000114279,80.84975387985813,0.5444153761478449,0.48997735684602417,3.741120893050098e-4,0.050485141333847044,H2bc14,protein_coding
ENSMUSG00000103032,146.93393457773732,-1.0604952386107038,0.9231103232263731,3.773330605532711e-4,0.05053404427621763,Gm37121,TEC
ENSMUSG00000084300,32.22795576421689,0.34479069060613354,1.031230225946194,3.850428346291716e-4,0.050964704127040523,Gm6954,processed_pseudogene
ENSMUSG00000090806,13.502819463208432,-1.0592649058031325,1.4919435536977317,3.8631464832127103e-4,0.050964704127040523,Vmn2r70,protein_coding
ENSMUSG00000043119,111.14066014330821,1.1875579011792903,1.151956131895367,4.1843883438726233e-4,0.054528320652991506,Olfr448,protein_coding
ENSMUSG00000073923,72.36503181684625,1.1754237654649549,1.128771299516726,4.1949607471472133e-4,0.054528320652991506,Olfr657,protein_coding
ENSMUSG00000063844,40.718866438706904,-0.9304930232329964,1.4533701184894727,4.431812285370317e-4,0.05636372487825645,Olfr1276,protein_coding
ENSMUSG00000059874,38.51828265956796,1.1702466804800067,1.164466274306592,4.406863015782775e-4,0.05636372487825645,Olfr603,protein_coding
ENSMUSG00000022508,3641.3572962455514,0.2619208099158922,0.15030278676161254,4.3729655100722503e-4,0.05636372487825645,Bcl6,protein_coding
ENSMUSG00000073970,70.93940739433073,1.1723161232231174,1.2151460046495528,4.5423634550696717e-4,0.05695028450973167,Olfr555,protein_coding
ENSMUSG00000066272,81.39260672905716,1.1795897034527136,1.2372814273656476,4.511351985567538e-4,0.05695028450973167,Olfr559,protein_coding
ENSMUSG00000102349,187.86038207708742,-1.1208149262512397,1.1937834761021988,5.034407987116898e-4,0.06267483408186798,Gm37376,TEC
ENSMUSG00000040420,1097.625579247327,-0.5928505647696618,0.5749579713656654,5.170887876495456e-4,0.06392374537110956,Cdh18,protein_coding
ENSMUSG00000039349,1020.8905527653477,-0.9210991045491785,0.8968272829730622,5.312832614643026e-4,0.06453255316869612,C130074G19Rik,protein_coding
ENSMUSG00000022510,67.48122746314257,1.003494656136835,0.9975240680465898,5.291441107277299e-4,0.06453255316869612,Trp63,protein_coding
ENSMUSG00000056515,193.69421239901732,0.5537801131358162,0.5424147261376698,5.329648581643644e-4,0.06453255316869612,Rab31,protein_coding
ENSMUSG00000022686,72.91100450733369,-1.0888934179519152,1.2081151418213325,5.436871446130292e-4,0.06538300232972197,B3gnt5,protein_coding
ENSMUSG00000107008,26.16046545177986,-0.9049366630828996,0.8907863073369452,5.500848492591788e-4,0.06570540517029569,Gm2762,lncRNA
ENSMUSG00000040536,907.9972486520451,0.3733738520181257,0.35152238700238103,5.551234963903955e-4,0.06586223603482827,Necab1,protein_coding
ENSMUSG00000059742,1370.9664731566766,0.2529029423400346,0.15002593972398037,5.952631193182138e-4,0.06961604661474553,Kcnh7,protein_coding
ENSMUSG00000069998,73.67418153266505,1.0036734309412783,1.3331689506258602,5.985767103428737e-4,0.06961604661474553,Olfr372,protein_coding
ENSMUSG00000020415,85.76715530730972,1.0420964817302798,1.1596583878574431,5.914540389828482e-4,0.06961604661474553,Pttg1,protein_coding
ENSMUSG00000074403,601.4317734312342,0.9713185138838843,1.0207162443721307,6.046346137824996e-4,0.0698609849833139,H3c13,protein_coding
ENSMUSG00000058884,407.8799908674626,0.9027405291149673,0.928283323450173,6.120696720707419e-4,0.06992788094327929,Olfr1025-ps1,protein_coding
ENSMUSG00000069818,133.59083159459604,-1.004325732743402,1.0934660616142111,6.131248753370455e-4,0.06992788094327929,Olfr390,protein_coding
ENSMUSG00000026649,2276.3359115088388,0.683760144020344,0.6956601766362752,6.274010845954482e-4,0.07049599933651975,Cfap126,protein_coding
ENSMUSG00000031512,230.3956128531425,-0.8240128717170014,0.841917555167712,6.256712464099358e-4,0.07049599933651975,Tex29,protein_coding
ENSMUSG00000032556,31.582863213985863,-0.9502211374945253,1.0100107147358255,6.300694589416292e-4,0.07049599933651975,Bfsp2,protein_coding
ENSMUSG00000059864,44.54490616618784,-0.7685099758580491,0.7862320402179848,6.36631964938143e-4,0.07078226337217919,Olfr1393,protein_coding
ENSMUSG00000073944,89.83550110849197,0.9196964511587644,0.9957607882980591,6.7123262489033e-4,0.07416281464257034,Olfr619,protein_coding
ENSMUSG00000026475,43.68737182542011,0.6326717060221794,0.6634780957068445,6.928487222960407e-4,0.07560604760956424,Rgs16,protein_coding
ENSMUSG00000045150,110.23173751941088,0.678723513200338,0.7107852623821217,6.898899418906e-4,0.07560604760956424,Olfr1161,protein_coding
ENSMUSG00000003378,1646.1891594497506,0.35090339797569847,0.3441142237330822,7.078776733598866e-4,0.07677215650095752,Grik5,protein_coding
ENSMUSG00000062434,52.57382867627217,0.8746568410093881,0.9597012065995733,7.180600533265706e-4,0.07740161965065313,Olfr516,protein_coding
ENSMUSG00000075208,120.06152371226763,0.8979311298814782,1.0228877249017185,7.481494418631293e-4,0.07929740425995269,Olfr1019,protein_coding
ENSMUSG00000029189,343.8018891186626,-0.36412769455555727,0.3690489719208908,7.533889267734918e-4,0.07929740425995269,Sel1l3,protein_coding
ENSMUSG00000048067,293.79821193935544,-0.9305190625865759,1.1123743315643253,7.535899940984303e-4,0.07929740425995269,Olfr1349,protein_coding
ENSMUSG00000039903,247.5214826858608,-0.48218533259187457,0.5147163474868952,7.502030603800821e-4,0.07929740425995269,Eva1c,protein_coding
ENSMUSG00000043913,170.97811846993127,-0.3633508455010038,0.3698538199537321,7.671305329654244e-4,0.08024457728853711,Ccdc60,protein_coding
ENSMUSG00000050028,171.8564306911988,0.9228316758464928,1.1378128481253449,7.78396613279749e-4,0.08094409017387884,Olfr745,protein_coding
ENSMUSG00000043274,138.39653458857728,-0.800630016360047,0.8906088351711111,7.83736603311221e-4,0.08102278171541383,Olfr1123,protein_coding
ENSMUSG00000027520,182.28973041298138,0.5371789526185944,0.5869922018546624,8.027308590953123e-4,0.08108957786906817,Zdbf2,protein_coding
ENSMUSG00000065400,446.6594999434992,-0.296497700721806,0.26785616102420107,7.937152328188067e-4,0.08108957786906817,Mir200a,miRNA
ENSMUSG00000073938,168.82660877325245,0.7231621937279555,0.7989392158803761,8.025328632980923e-4,0.08108957786906817,Olfr632,protein_coding
ENSMUSG00000018906,96.26671137450982,-0.6184573803550847,0.6768509436453911,7.990156098718505e-4,0.08108957786906817,P4ha2,protein_coding
ENSMUSG00000055571,222.60133119701905,-0.7552349545698875,0.8518261732822529,8.337928605406651e-4,0.08374880788998794,Olfr305,protein_coding
ENSMUSG00000096465,470.20431060533326,0.8263304923275625,0.9648550352792006,8.460148910456077e-4,0.08449633471132346,Olfr488,protein_coding
ENSMUSG00000026043,73.79116471575689,0.805936797722185,1.2404104546823813,9.15295149539413e-4,0.08894166462591942,Col3a1,protein_coding
ENSMUSG00000075206,17.33596924610112,0.8616155479294078,1.1347546602408893,9.017573014997057e-4,0.08894166462591942,Olfr1024,protein_coding
ENSMUSG00000075200,170.9864590109177,0.8627221874709049,1.124086357863712,8.97969956048063e-4,0.08894166462591942,Olfr1044,protein_coding
ENSMUSG00000109449,450.75366217729106,-0.8536251900118206,1.1614589802787585,9.1567954304318e-4,0.08894166462591942,Olfr1280,protein_coding
ENSMUSG00000107191,40.32743814208908,0.849343606985488,1.0854209765326401,9.149978869452442e-4,0.08894166462591942,Gm43579,lncRNA
ENSMUSG00000008575,4158.655406017456,-0.4983691062010497,0.5645100679738454,9.209587102539169e-4,0.08896561792278002,Nfib,protein_coding
ENSMUSG00000058188,24.450294299072965,0.8358549927264108,1.186120067111112,9.377104974494756e-4,0.09009155529299907,Olfr746,protein_coding
ENSMUSG00000045132,486.89617469648067,0.7322566115118959,0.864843484805189,9.442349911538601e-4,0.09022803337090778,Olfr620,protein_coding
ENSMUSG00000051424,123.74847481638217,-0.7583441375279175,0.9079374507412301,9.505675759963364e-4,0.09034480434657653,Olfr1184,protein_coding
ENSMUSG00000026923,635.1269172233798,0.6514274929040549,0.7612062986996201,9.648364149907986e-4,0.09121057831126918,Notch1,protein_coding
ENSMUSG00000002083,281.0497177751013,-0.2607313985660256,0.2167394619074544,0.0010095294438574652,0.09396741012933821,Bbc3,protein_coding
ENSMUSG00000087497,538.970405829953,0.24228700827424185,0.1666086808935015,0.0010099450121379262,0.09396741012933821,2810001G20Rik,lncRNA
ENSMUSG00000113750,37.335878356778416,-0.5682344245153499,0.665092047965816,0.0010006701745332582,0.09396741012933821,Gm5628,processed_pseudogene
ENSMUSG00000044468,276.3115886435334,0.28187165760970306,0.26404632843518616,0.0010167276739054417,0.09410320324241046,Tent5c,protein_coding
ENSMUSG00000053702,826.2602052517738,-0.2740250236042291,0.24963781734372875,0.0010361567238604684,0.09540197168961126,Nebl,protein_coding
ENSMUSG00000050772,71.9106941092929,-0.7595844978070144,0.9687482374660701,0.0010591942142517663,0.09701779958312294,Olfr1124,protein_coding
ENSMUSG00000070855,231.59970041149887,-0.6912430405693151,0.8516351703878497,0.0010732045641798605,0.09779438291531739,Olfr1116,protein_coding
ENSMUSG00000075220,17.840649030471564,0.653889908959592,1.2094675780449762,0.001079745779311178,0.09788587634186156,Olfr993,protein_coding
