"","gene_name","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"79","Acvr1b","ENSMUSG00000000532",1200.4487719582,0.012054363736072,0.307829905591424,0.039159170428592,0.968763485928422,0.999967202106179
"80","Tom1l2","ENSMUSG00000000538",1952.0819703943,-0.0386179048464908,0.294542241046313,-0.131111601206357,0.895687023951915,0.999967202106179
"81","Zfp385a","ENSMUSG00000000552",142.478940141412,-0.461941362644769,0.472101827712212,-0.978478233993119,0.327837851352888,0.999967202106179
"82","Itga5","ENSMUSG00000000555",9.92775181522544,0.542360769106175,1.0427791006388,0.520110892876474,0.602986286648165,0.999967202106179
"83","Gabra2","ENSMUSG00000000560",2.07864056713978,-0.668432504098103,1.56838161258301,-0.426192515096656,0.669967571089657,NA
"84","Wdr77","ENSMUSG00000000561",271.091954375466,0.0289646636337569,0.275875479700788,0.104991801609812,0.916382314132255,0.999967202106179
"85","Atp5f1","ENSMUSG00000000563",2853.33222077662,-0.0131026027439766,0.247666843624246,-0.0529041455539183,0.957808281349705,0.999967202106179
"86","Sox9","ENSMUSG00000000567",119.065892064193,0.437051630707378,0.747464628576426,0.584712124157312,0.558741300395579,0.999967202106179
"87","Hnrnpd","ENSMUSG00000000568",1799.20036941443,0.0425118667696508,0.224641031095653,0.189243552534929,0.849901934340626,0.999967202106179
"88","Dynlt1c","ENSMUSG00000000579",174.422454655377,-0.0674654663979193,0.429356381378129,-0.157131626136245,0.875141113117804,0.999967202106179
"89","C1d","ENSMUSG00000000581",186.746226755733,-0.215273774443036,0.256494025558004,-0.839293523405494,0.401304616727355,0.999967202106179
"90","Gm2a","ENSMUSG00000000594",133.441472015571,-0.664323173732233,0.509318328722458,-1.30433784976594,0.192118415553987,0.999967202106179
"91","Krit1","ENSMUSG00000000600",994.633535326468,-0.00482421857368698,0.391448327203969,-0.0123240239858613,0.99016710044138,0.999967202106179
"92","Clcn4","ENSMUSG00000000605",1646.76150955812,0.114188278832702,0.206058147949831,0.554155610776933,0.579472354209097,0.999967202106179
"93","Vmn2r88","ENSMUSG00000000606",1.32233005149309,-3.83441578836708,3.00591221124872,-1.27562467527093,0.202088227156057,NA
"94","Sema4f","ENSMUSG00000000627",398.19701156042,-0.277712204680927,0.299834706521805,-0.926217674739836,0.354332869006632,0.999967202106179
"95","Hk2","ENSMUSG00000000628",55.5285850296641,0.0258254005429172,0.936436841082831,0.0275783687803808,0.977998434315377,0.999967202106179
"96","Myo18a","ENSMUSG00000000631",396.911000243991,0.991498131993416,0.383335280053853,2.58650373076573,0.00969551207971863,0.20866859786589
"97","Sez6","ENSMUSG00000000632",6.9114670816634,-0.383358848692825,0.962308799102417,-0.398374044849635,0.69035448724131,0.999967202106179
"98","Haao","ENSMUSG00000000673",38.4410143107207,0.106124220733375,0.777405970824018,0.136510683884879,0.891417579096386,0.999967202106179
"99","Cd52","ENSMUSG00000000682",7.29215803489318,0.198958380821015,1.44628601108564,0.137565031602338,0.890584193453162,0.999967202106179
"100","Abhd15","ENSMUSG00000000686",7.05913991760529,0.765544490501627,0.942118999040892,0.812577276629573,0.416460464153567,0.999967202106179
"101","Loxl3","ENSMUSG00000000693",9.6447083630265,0.199199775356815,0.741832006363339,0.268524104713877,0.788295923071196,0.999967202106179
"102","Btn1a1","ENSMUSG00000000706",1.68944835183756,1.84052720584069,2.15162101230371,0.855414218078332,0.392321875160199,NA
"103","Kat2b","ENSMUSG00000000708",1806.50049656564,-0.0800446319831452,0.242281524266634,-0.330378604911924,0.741113905612069,0.999967202106179
"104","Rab5b","ENSMUSG00000000711",1294.57607694904,0.0292566080585611,0.311053247882605,0.0940565908175402,0.925064202963056,0.999967202106179
"105","Cryba1","ENSMUSG00000000724",29.0533713666344,0.716633408713554,0.773859463810459,0.926051101300583,0.354419424217272,0.999967202106179
"106","Aire","ENSMUSG00000000731",1.20198648725394,-0.735800332575673,2.20170827788032,-0.334195197414645,0.738232267778727,NA
"107","Icosl","ENSMUSG00000000732",11.0785386875857,-1.61599995101387,0.90657350792834,-1.78253604024529,0.0746618594363583,0.885828194930715
"108","Spg7","ENSMUSG00000000738",447.003184565134,0.108467770896577,0.298397778878527,0.3635005974382,0.716230966706993,0.999967202106179
"109","Sult5a1","ENSMUSG00000000739",2.15944073922581,1.21650989314344,1.95592299031373,0.621962060453264,0.533966815482021,NA
"110","Rpl13","ENSMUSG00000000740",1971.97844444455,-0.193770094461622,0.298204787801622,-0.64978867673488,0.515828734133364,0.999967202106179
"111","Chmp1a","ENSMUSG00000000743",370.250111053181,-0.106073454059138,0.32044191839353,-0.33102240365716,0.740627562974984,0.999967202106179
"112","Rpa1","ENSMUSG00000000751",888.910962710865,0.0825269048815519,0.322956161584271,0.255535935517421,0.798309192103714,0.999967202106179
"113","Serpinf1","ENSMUSG00000000753",55.2150101730249,0.419579856432617,0.503364517041645,0.833550721649107,0.404534204334081,0.999967202106179
"114","Tubgcp3","ENSMUSG00000000759",1152.61286146541,0.085951334358355,0.206593698513403,0.416040445458111,0.677380407589473,0.999967202106179
"115","Oprm1","ENSMUSG00000000766",2.06972146680555,0.342417917292713,1.64614548397033,0.208011941002224,0.835219643710348,NA
"116","Polr3d","ENSMUSG00000000776",283.977019325211,-0.131213107974526,0.282649138966337,-0.464226101853269,0.642485762247786,0.999967202106179
"117","Tcf7","ENSMUSG00000000782",45.6719627843362,-0.0388620783662732,0.388351620836365,-0.100069309051881,0.920289300827257,0.999967202106179
"118","Ddx3x","ENSMUSG00000000787",10154.4071867059,0.250185631730624,0.354606181036928,0.705530938572585,0.480479885309527,0.999967202106179
