"","gene_name","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"197","Lsr","ENSMUSG00000001247",868.813622333837,0.00190358726051041,0.108806044224694,0.936934815926678,0.999967202106179
"198","Gramd1a","ENSMUSG00000001248",537.184186976653,0.0088640028009216,0.0990769929864748,0.851533063154878,0.999967202106179
"199","Hpn","ENSMUSG00000001249",12.4946138615581,0.0197092921589603,0.112697439638589,0.200270640512219,0.999967202106179
"200","Gabrg1","ENSMUSG00000001260",1.52751523173046,0.00682091845881446,0.111313822005888,0.268561112933199,NA
"201","Ckb","ENSMUSG00000001270",15032.1971856004,0.0357518580854621,0.111469213580119,0.347142054999543,0.999967202106179
"202","Sp1","ENSMUSG00000001280",2155.95579658011,0.0155716047536359,0.106702906731265,0.646730223797662,0.999967202106179
"203","Itgb7","ENSMUSG00000001281",154.490352790296,0.0253895233685384,0.114368582472189,0.113680691320583,0.999967202106179
"204","Myg1","ENSMUSG00000001285",375.075122493708,-0.00660202520183065,0.10466579850435,0.852010634972131,0.999967202106179
"205","Rarg","ENSMUSG00000001288",6216.20698111185,0.0183189266312406,0.107032946038833,0.599391992480597,0.999967202106179
"206","Pfdn5","ENSMUSG00000001289",1712.10432117785,-0.0149513093026468,0.104964486777986,0.688169483305884,0.999967202106179
"207","Efnb2","ENSMUSG00000001300",164.822108379798,0.0530285852750804,0.125273626228671,0.0886239440866519,0.982615545337014
"208","Rrp15","ENSMUSG00000001305",117.871954171637,-0.00842121777815128,0.10916539416567,0.707807375928962,0.999967202106179
"209","Rnd2","ENSMUSG00000001313",1446.32476476649,0.0701370249798676,0.135003231938823,0.08367217607942,0.949413841397792
"210","Srr","ENSMUSG00000001323",523.699866787408,0.00647315830441281,0.101325091954135,0.879495038281615,0.999967202106179
"211","Sync","ENSMUSG00000001333",34.3033421294293,-0.0133210471907647,0.109532776892724,0.57826538758803,0.999967202106179
"212","Fndc5","ENSMUSG00000001334",17.2199723128808,0.00854119490476602,0.110499143307346,0.591141191690027,0.999967202106179
"213","Acp5","ENSMUSG00000001348",4.14342628620739,-0.00496035028007176,0.111015205517041,0.542640612074039,0.999967202106179
"214","Cnn1","ENSMUSG00000001349",37.0473522564232,0.0246392235012695,0.113333956450765,0.220185474847364,0.999967202106179
"215","Fbxo9","ENSMUSG00000001366",668.4235474878,-0.00651651476742426,0.106358993962012,0.834326632491944,0.999967202106179
"216","Vps50","ENSMUSG00000001376",760.843438753341,-0.0354352634612835,0.106242325009071,0.433937820445912,0.999967202106179
"217","Hars","ENSMUSG00000001380",455.237597472312,0.0616681996476392,0.124593639140065,0.165193271947024,0.999967202106179
"218","Zmat2","ENSMUSG00000001383",716.602020131512,0.00900157151013995,0.104701525797823,0.806427436204687,0.999967202106179
"219","Ube2c","ENSMUSG00000001403",89.9166852906872,0.0368516854818264,0.116974952954889,0.154897308433756,0.999967202106179
"220","Smg5","ENSMUSG00000001415",2957.36059960463,0.0327815309703276,0.102656112814202,0.432688685304678,0.999967202106179
"221","Cct3","ENSMUSG00000001416",1205.04771535451,-0.00142404368717163,0.103942719993264,0.965763312727042,0.999967202106179
"222","Glmp","ENSMUSG00000001418",456.70989243217,-0.0114083060923937,0.108595963540636,0.66403664923924,0.999967202106179
