"","gene_name","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"6090","Tal2","ENSMUSG00000028417",7.23113709258384,0.00228949943105089,0.110471954795948,0.85650439484943,0.999967202106179
"6091","Chmp5","ENSMUSG00000028419",532.273645066645,-0.0183447006936111,0.105054495585094,0.633908661951474,0.999967202106179
"6092","Tmem38b","ENSMUSG00000028420",87.4718531435143,-0.0113512870815912,0.108568099684678,0.666639779147946,0.999967202106179
"6093","Nfx1","ENSMUSG00000028423",1218.34539996558,0.0141051657827764,0.103363526040268,0.727518901263916,0.999967202106179
"6094","Rad23b","ENSMUSG00000028426",3733.09254252936,0.0134696589648277,0.102927247437208,0.743737234259541,0.999967202106179
"6095","Aqp7","ENSMUSG00000028427",24.4513183019021,0.0180286401584031,0.112661532789397,0.150540759418577,0.999967202106179
"6096","Nol6","ENSMUSG00000028430",570.180268639013,-0.000958192585008432,0.107539019877054,0.968545941524952,0.999967202106179
"6097","Elp1","ENSMUSG00000028431",519.0523741489,-0.0211080118868146,0.104497335877047,0.604100019048835,0.999967202106179
"6098","Ubap2","ENSMUSG00000028433",5976.74754279019,0.00666749652021511,0.10651062062528,0.835740154263659,0.999967202106179
"6099","Epb41l4b","ENSMUSG00000028434",1963.34983348352,0.0561523948709498,0.123828741184992,0.161053945073195,0.999967202106179
"6100","Aqp3","ENSMUSG00000028435",243.030647042097,0.0106569707293756,0.111090067397553,0.434426073027038,0.999967202106179
"6101","Dcaf12","ENSMUSG00000028436",579.226416317716,-0.00457023796071324,0.104124218300372,0.89725303850726,0.999967202106179
"6102","Ubap1","ENSMUSG00000028437",1014.94380860051,0.0166357313499572,0.102048018441364,0.700911282588415,0.999967202106179
"6103","Kif24","ENSMUSG00000028438",1240.30976952662,0.0107977333330612,0.09920951981413,0.81392537240938,0.999967202106179
"6104","Fam219a","ENSMUSG00000028439",789.960322181195,0.00171626820361508,0.100013640932226,0.970430050406711,0.999967202106179
"6105","1110017D15Rik","ENSMUSG00000028441",2025.53603668195,-0.0160651492820117,0.10765769347568,0.610990901613491,0.999967202106179
"6106","Nudt2","ENSMUSG00000028443",387.898711491885,0.00433332408777544,0.104348114377955,0.906894037449929,0.999967202106179
"6107","Cntfr","ENSMUSG00000028444",28.9882663487973,-0.0184894649881232,0.112209830843747,0.259822441469892,0.999967202106179
"6108","Enho","ENSMUSG00000028445",47.0316742230338,-0.0357204885794391,0.11465196875332,0.245576839559916,0.999967202106179
"6109","Dctn3","ENSMUSG00000028447",1400.28753953241,-0.0246513867078425,0.108625538923426,0.47324787007904,0.999967202106179
"6110","1700022I11Rik","ENSMUSG00000028451",75.1518136798619,0.0071782652758273,0.110677789747281,0.59688104432932,0.999967202106179
"6111","Vcp","ENSMUSG00000028452",2434.75652476627,6.41352252630276e-05,0.103535186953128,0.998571912705654,0.999967202106179
"6112","Fancg","ENSMUSG00000028453",148.887448490993,2.78879023091753e-05,0.10851320490245,0.997862185169359,0.999967202106179
"6113","Pigo","ENSMUSG00000028454",745.193335998781,0.00307448587388367,0.107524449735012,0.914419459830774,0.999967202106179
"6114","Stoml2","ENSMUSG00000028455",185.351030546679,0.00328329651666684,0.104359302613378,0.929414380212027,0.999967202106179
"6115","Unc13b","ENSMUSG00000028456",3630.56498731685,-0.018632426444628,0.10557443559207,0.611703674902238,0.999967202106179
"6116","Atp8b5","ENSMUSG00000028457",225.98335469123,-0.0711301378685415,0.1280724210035,0.143466956838318,0.999967202106179
"6117","Tesk1","ENSMUSG00000028458",356.476325932748,0.0211274303557011,0.106337268060198,0.575597528376521,0.999967202106179
"6118","Cd72","ENSMUSG00000028459",19.2492308318007,0.00233481133733699,0.109679924064963,0.899345269166994,0.999967202106179
"6119","Ccdc107","ENSMUSG00000028461",369.306354666815,0.00309950249270196,0.107004549995191,0.918128064697544,0.999967202106179
"6120","Car9","ENSMUSG00000028463",1.27750997401007,-0.000595476275816246,0.111001652576113,0.918300319756211,NA
"6121","Tpm2","ENSMUSG00000028464",16.195813944,0.0194953546597735,0.113153665347323,0.0917393629462525,0.999967202106179
"6122","Tln1","ENSMUSG00000028465",768.163961904324,0.0043652733704109,0.103558982095652,0.910928889876319,0.999967202106179
"6123","Creb3","ENSMUSG00000028466",397.391223588446,0.00164769107768474,0.103154865363234,0.968017042649288,0.999967202106179
"6124","Gba2","ENSMUSG00000028467",400.58791443149,-0.0206845576232379,0.104602406153944,0.60764907624487,0.999967202106179
"6125","Rgp1","ENSMUSG00000028468",1049.64750951999,0.0173003509668513,0.105752518098507,0.639752694492683,0.999967202106179
"6126","Npr2","ENSMUSG00000028469",135.12374462306,-0.8361109287874,0.409120827274958,0.00118067244939,0.0372731938215435
"6127","Hint2","ENSMUSG00000028470",247.608485265745,-0.00221874270066851,0.107683669383245,0.93103030935976,0.999967202106179
"6128","Spaar","ENSMUSG00000028475",1.02254355184852,0.00538336610912924,0.111249753736506,0.299192112959766,NA
"6129","Reck","ENSMUSG00000028476",82.0827854562246,-0.0186856511021982,0.108814746906039,0.535866092481697,0.999967202106179
"6130","Clta","ENSMUSG00000028478",1676.53515870608,-0.0115155021388863,0.105869395511189,0.734057441783118,0.999967202106179
"6131","Gne","ENSMUSG00000028479",585.281306910961,0.00324463737078709,0.105954587635156,0.922338479956851,0.999967202106179
"6132","Glipr2","ENSMUSG00000028480",48.0020772943034,-0.0778828892400846,0.150208659716591,0.0150882630229345,0.297127592119472
"6133","Snapc3","ENSMUSG00000028483",1384.68342254109,-0.0052835261186947,0.106428660765176,0.864937212633515,0.999967202106179
"6134","Psip1","ENSMUSG00000028484",5402.68607267991,0.0160085741847603,0.0984784523167921,0.738156036216151,0.999967202106179
"6135","Bnc2","ENSMUSG00000028487",11.8318129377374,0.00994406706971864,0.111197604342914,0.397801644761794,0.999967202106179
"6136","Sh3gl2","ENSMUSG00000028488",508.829110951211,-0.0345101495766518,0.108489265676256,0.411739475564687,0.999967202106179
"6137","Plin2","ENSMUSG00000028494",20.2715656444669,0.0111792423464902,0.110902470356364,0.469212944488343,0.999967202106179
"6138","Rps6","ENSMUSG00000028495",606.402724166338,-0.0169733074975275,0.107210617671203,0.609916790847051,0.999967202106179
"6139","Mllt3","ENSMUSG00000028496",3557.4361691635,-0.00564118564292,0.094764681370197,0.908479375224835,0.999967202106179
"6140","Hacd4","ENSMUSG00000028497",35.6357666052051,0.0142923285539216,0.109868681567038,0.544492106569894,0.999967202106179
"6141","Usp24","ENSMUSG00000028514",3080.9919300796,0.0135096584873026,0.0988946307353214,0.788775479348791,0.999967202106179
"6142","Plpp3","ENSMUSG00000028517",66.3408587643464,0.00846959827551303,0.110375674835006,0.610490240567131,0.999967202106179
"6143","Prkaa2","ENSMUSG00000028518",781.945647194663,0.0023658866626097,0.103984768122951,0.951025962268175,0.999967202106179
"6144","Dab1","ENSMUSG00000028519",10.9432249183509,-0.0179050827461303,0.111970068332227,0.289826285685362,0.999967202106179
"6145","4921539E11Rik","ENSMUSG00000028520",2.48125685409734,0.000261483054341349,0.110898915679722,0.976584997799485,NA
"6146","Slc35d1","ENSMUSG00000028521",516.17565332953,0.0824950329160754,0.137979831570105,0.108763562289383,0.999967202106179
"6147","Mier1","ENSMUSG00000028522",1209.63367988406,0.0367360467047462,0.110460014589966,0.365850938504883,0.999967202106179
"6148","Tctex1d1","ENSMUSG00000028523",195.219834295396,0.109634157721,0.199428886367751,0.00864949160005747,0.190389923592694
"6149","Sgip1","ENSMUSG00000028524",2620.68094094539,0.0459513843489433,0.113644559889176,0.298119575199065,0.999967202106179
"6150","Pde4b","ENSMUSG00000028525",24.2261198056663,-0.00138644302537764,0.109773164900224,0.933467008307977,0.999967202106179
"6151","Ak4","ENSMUSG00000028527",21.0153818152233,1.37904408878264,0.805574677022621,0.00204624826977843,0.0595323718072563
"6152","Dnajc6","ENSMUSG00000028528",2671.67969987886,-0.00806699109288865,0.104630368700448,0.819170080206008,0.999967202106179
"6153","Jak1","ENSMUSG00000028530",3254.28846194825,0.0125751383669958,0.100973551210426,0.740787090421989,0.999967202106179
"6154","Cachd1","ENSMUSG00000028532",95.7114027697391,0.0103150365358599,0.110550249698728,0.543823948955856,0.999967202106179
"6155","2610528J11Rik","ENSMUSG00000028536",9.47837665797107,-0.00200677237395358,0.110688057187434,0.843141282711607,0.999967202106179
"6156","St3gal3","ENSMUSG00000028538",80.2651231529696,-0.0807276267920029,0.150317752904569,0.0298961039008019,0.492095522397177
"6157","Artn","ENSMUSG00000028539",32.8250073842566,0.00451640979327348,0.107673029017766,0.869891423034547,0.999967202106179
"6158","Dph2","ENSMUSG00000028540",78.6206049915054,-0.0046639859642303,0.108164036409138,0.852445837279528,0.999967202106179
"6159","B4galt2","ENSMUSG00000028541",436.271431680472,0.00345024894296817,0.107215817265084,0.906142782347016,0.999967202106179
"6160","Slc6a9","ENSMUSG00000028542",107.053074292831,0.0479038811044107,0.115673687517472,0.251851997717585,0.999967202106179
"6161","Slc5a9","ENSMUSG00000028544",9.62752738115395,0.0122898778583255,0.111375829538537,0.354003920913788,0.999967202106179
"6162","Bend5","ENSMUSG00000028545",105.464120266783,0.00171982526202791,0.108964158329887,0.93971549681368,0.999967202106179
"6163","Elavl4","ENSMUSG00000028546",2199.49322463035,-0.0130912677394256,0.0986562235127712,0.775775547254498,0.999967202106179
"6164","Itgb3bp","ENSMUSG00000028549",260.367215381257,0.0352427303796731,0.111767785059724,0.339706074660153,0.999967202106179
"6165","Atg4c","ENSMUSG00000028550",249.052276654406,-0.00575823008451275,0.105989625503245,0.856987907565156,0.999967202106179
"6166","Cdkn2c","ENSMUSG00000028551",33.0802518446746,0.0275979588037222,0.114435851232612,0.165104271770144,0.999967202106179
"6167","Eps15","ENSMUSG00000028552",2491.71813742765,-7.7282726630253e-05,0.100312706920622,0.9966842709775,0.999967202106179
"6168","Angptl3","ENSMUSG00000028553",31.1074031583946,-0.00164532890568397,0.110259670193231,0.903625021529811,0.999967202106179
"6169","Ttc39a","ENSMUSG00000028555",235.407518167154,0.0365602682337983,0.115682359252185,0.214433915741089,0.999967202106179
"6170","Dock7","ENSMUSG00000028556",2064.52112829256,-0.00150096572681225,0.102235963822538,0.969178435906289,0.999967202106179
"6171","Rnf11","ENSMUSG00000028557",1864.18058781066,-0.000406252179054576,0.100807592424092,0.990146262296024,0.999967202106179
"6172","Calr4","ENSMUSG00000028558",25.3652017693655,-0.0308578702995778,0.114247222096762,0.229003696487532,0.999967202106179
"6173","Osbpl9","ENSMUSG00000028559",2856.73207330916,0.0469058708460235,0.109781720701454,0.349897586020809,0.999967202106179
"6174","Usp1","ENSMUSG00000028560",1068.33525343036,0.0185980846985103,0.103294640579796,0.658643061331706,0.999967202106179
"6175","Tm2d1","ENSMUSG00000028563",109.796681460002,-0.0123545328094963,0.104765875885766,0.737528294803511,0.999967202106179
"6176","Nfia","ENSMUSG00000028565",1464.73778085508,-2.83652253873451,0.376834163847739,2.23373261450943e-15,7.41364098268236e-13
"6177","Txndc12","ENSMUSG00000028567",267.23480959553,0.0152528203181163,0.103547966511928,0.706787342683889,0.999967202106179
"6178","Btf3l4","ENSMUSG00000028568",669.033257158676,0.0286082165120635,0.101347563217417,0.552823036523058,0.999967202106179
"6179","Cyp2j13","ENSMUSG00000028571",5.42397886614646,0.00663317045903183,0.111077461724018,0.467886928342839,0.999967202106179
"6180","Hook1","ENSMUSG00000028572",1025.74452971687,-0.000307009232761933,0.106020279136802,0.989475116377405,0.999967202106179
"6181","Fggy","ENSMUSG00000028573",676.809137771452,-0.00924823659187913,0.105879667407867,0.780504164192348,0.999967202106179
"6182","Eqtn","ENSMUSG00000028575",20.4820831509312,0.00906118135268896,0.11080780384302,0.520343963968497,0.999967202106179
"6183","Ift74","ENSMUSG00000028576",2042.18819342125,-0.0191282586886021,0.105719149078177,0.568429133089578,0.999967202106179
"6184","Plaa","ENSMUSG00000028577",911.172426984003,0.00277126937917771,0.103090367269177,0.945388411032862,0.999967202106179
"6185","Caap1","ENSMUSG00000028578",423.702072083169,-0.0131582784618552,0.107484662432956,0.667764137893704,0.999967202106179
"6186","Pum1","ENSMUSG00000028580",3260.73040950663,0.0176125612518829,0.101525458373986,0.739371555643821,0.999967202106179
"6187","Laptm5","ENSMUSG00000028581",53.5623145308618,0.00180689766361917,0.109373320500809,0.929561669592093,0.999967202106179
"6188","Cc2d1b","ENSMUSG00000028582",913.014995434101,0.0144860363841695,0.0987040113631809,0.75822635749112,0.999967202106179
"6189","Pdpn","ENSMUSG00000028583",31.839442467478,0.00419191170092684,0.109926097340459,0.808051111300133,0.999967202106179
"6190","Orc1","ENSMUSG00000028587",35.1008264671642,-0.0062601713137184,0.108872165222578,0.784097796990668,0.999967202106179
"6191","1700012P22Rik","ENSMUSG00000028589",1.70130146241616,-0.00827270663592779,0.111397413247302,0.244416941101479,NA
"6192","Gpx7","ENSMUSG00000028597",9.75308274142717,-0.00401813905401651,0.110519655663299,0.748189770633599,0.999967202106179
"6193","Tnfrsf1b","ENSMUSG00000028599",21.6157725800817,-0.0325260180816653,0.117202543053418,0.0442899881741726,0.645763388268977
"6194","Podn","ENSMUSG00000028600",7.15812227872495,0.000865978708946983,0.110680693830499,0.935730333012299,0.999967202106179
"6195","Echdc2","ENSMUSG00000028601",27.1503330262974,-0.027304082474043,0.113714682599502,0.223935812131317,0.999967202106179
"6196","Tnfrsf8","ENSMUSG00000028602",1.03369690786246,0.00263551676492494,0.11111523513907,0.561149075793491,NA
"6197","Scp2","ENSMUSG00000028603",911.939046015804,-0.00216189870723247,0.106763868281743,0.970083907597217,0.999967202106179
"6198","Cpt2","ENSMUSG00000028607",247.147046890118,-0.00304910726377148,0.106810535201728,0.915691238081057,0.999967202106179
"6199","Czib","ENSMUSG00000028608",170.804072681442,0.00676298058889213,0.105195333160227,0.847376925281941,0.999967202106179
"6200","Magoh","ENSMUSG00000028609",422.375160453877,0.00534890806363147,0.106344083268622,0.867506110364701,0.999967202106179
"6201","Dmrtb1","ENSMUSG00000028610",8.01894838175533,-0.015146764285619,0.112386753783509,0.0839036630913331,0.950529707743583
"6202","Lrp8os1","ENSMUSG00000028612",8.54120377741699,-0.000299756392950647,0.110448860448649,0.976828651083954,0.999967202106179
"6203","Lrp8","ENSMUSG00000028613",2441.42504850152,0.0308426324943403,0.108778948767114,0.430117997455904,0.999967202106179
"6204","Ndc1","ENSMUSG00000028614",269.873122561138,0.00575270024540433,0.106980872661552,0.849270305981552,0.999967202106179
"6205","Lrrc42","ENSMUSG00000028617",346.797169960074,0.00516183759096841,0.100041354993856,0.905311083596106,0.999967202106179
"6206","Tmem59","ENSMUSG00000028618",2052.55411046812,0.00312424938265962,0.104986211374585,0.932993056870626,0.999967202106179
"6207","Tceanc2","ENSMUSG00000028619",264.897541756618,0.00774449505886527,0.106525237406884,0.805132661198684,0.999967202106179
"6208","Cyb5rl","ENSMUSG00000028621",283.119364400062,0.0524228723253046,0.118744493913512,0.208645427196142,0.999967202106179
"6209","Mrpl37","ENSMUSG00000028622",760.228831879482,0.0229364111436917,0.108685723054825,0.495083673296192,0.999967202106179
"6210","Col9a2","ENSMUSG00000028626",127.542273053235,-0.00657815563567474,0.105867207721474,0.839984103471795,0.999967202106179
"6211","Exo5","ENSMUSG00000028629",80.0936498166924,-0.020836270176741,0.111462807929304,0.36590056436765,0.999967202106179
"6212","Dyrk2","ENSMUSG00000028630",2041.08743914371,0.0781810337072542,0.131456905671262,0.131186465201192,0.999967202106179
"6213","Kcnq4","ENSMUSG00000028631",28.5879060399537,0.0282262364320319,0.114318490440306,0.188444801827513,0.999967202106179
"6214","Ctps","ENSMUSG00000028633",162.334144465238,0.0313410584559411,0.112127055821876,0.338053319665538,0.999967202106179
"6215","Hivep3","ENSMUSG00000028634",2456.18923434639,0.0071747350997063,0.105624639954355,0.828767267997209,0.999967202106179
"6216","Edn2","ENSMUSG00000028635",63.0011895070461,-1.8245253949163,0.550878717526602,3.18969284265741e-05,0.00146551570606904
"6217","Ppcs","ENSMUSG00000028636",94.0352982435399,0.0185186343603592,0.107431740607371,0.58420413658232,0.999967202106179
"6218","Ccdc30","ENSMUSG00000028637",975.537419241745,-0.0595933704823006,0.115120059026866,0.239215029211594,0.999967202106179
"6219","Ybx1","ENSMUSG00000028639",4878.17213194807,-0.00590336237740458,0.101041266186929,0.889101208666088,0.999967202106179
"6220","Tfap2c","ENSMUSG00000028640",2.97747193262791,-0.00432113883365143,0.111082241877824,0.518649549534014,0.999967202106179
"6221","P3h1","ENSMUSG00000028641",64.4805681162535,-0.0226160948756561,0.10908865035435,0.483206156061663,0.999967202106179
"6222","Tmem269","ENSMUSG00000028642",104.087192805543,0.0117726143323456,0.108758065713996,0.653063791482222,0.999967202106179
"6223","Svbp","ENSMUSG00000028643",187.046241139415,0.000688099636555679,0.108628710497104,0.979329637104239,0.999967202106179
"6224","Ermap","ENSMUSG00000028644",5.95692508241393,0.0188689734484026,0.11280896434804,0.145797962748032,0.999967202106179
"6225","Slc2a1","ENSMUSG00000028645",939.016959837068,0.0371265541588071,0.114924808346311,0.247375379149075,0.999967202106179
"6226","Rragc","ENSMUSG00000028646",1200.55964606373,0.0549413162068262,0.108999682248443,0.298801708248113,0.999967202106179
"6227","Mycbp","ENSMUSG00000028647",1439.14924014482,-0.00144014754100253,0.104568973402647,0.964869922069585,0.999967202106179
"6228","Ndufs5","ENSMUSG00000028648",60.4869388312079,0.0162764110458792,0.109238387396654,0.554043939597814,0.999967202106179
"6229","Macf1","ENSMUSG00000028649",33825.079642485,-0.0165609974713525,0.10474361174582,0.824947599593834,0.999967202106179
"6230","Ppie","ENSMUSG00000028651",61.8009606330102,-0.00100095088681092,0.107697821195601,0.96786555860537,0.999967202106179
"6231","Trit1","ENSMUSG00000028653",228.788561344093,-0.014301924042689,0.107121520618263,0.657944912736227,0.999967202106179
"6232","Mycl","ENSMUSG00000028654",190.641085264266,-0.0391657278780542,0.117158187942979,0.174300285624495,0.999967202106179
"6233","Mfsd2a","ENSMUSG00000028655",26.3174302435739,-0.012330858336125,0.110865241830802,0.458512500269751,0.999967202106179
"6234","Cap1","ENSMUSG00000028656",2680.22344668348,0.00623778639229027,0.107156478821442,0.834585816908242,0.999967202106179
"6235","Ppt1","ENSMUSG00000028657",1154.07535610199,0.00254649897944606,0.106331693312154,0.934907445200425,0.999967202106179
"6236","Epha8","ENSMUSG00000028661",1.85089719017423,6.0831298444397e-05,0.110906228749318,0.994698858666183,NA
"6237","Ephb2","ENSMUSG00000028664",354.66174307353,-0.0369929155114146,0.113883993047657,0.273989647911385,0.999967202106179
"6238","Eloa","ENSMUSG00000028668",1094.76732811452,0.00741895521084702,0.102016451317918,0.859732371347688,0.999967202106179
"6239","Pithd1","ENSMUSG00000028669",1198.20555750209,0.00229687360580878,0.0960203204846957,0.964392129935076,0.999967202106179
"6240","Lypla2","ENSMUSG00000028670",851.250541267815,-0.00937483937922444,0.108111269140045,0.725829832835027,0.999967202106179
"6241","Gale","ENSMUSG00000028671",65.6279416235677,-0.00207985616847915,0.105569541843097,0.944693041685405,0.999967202106179
"6242","Hmgcl","ENSMUSG00000028672",56.0722984418045,-0.0045956439310284,0.106551014756427,0.879721997870955,0.999967202106179
"6243","Fuca1","ENSMUSG00000028673",527.612629485742,0.00819997254081084,0.103736834229334,0.833340013850805,0.999967202106179
"6244","Pnrc2","ENSMUSG00000028675",853.201252969283,0.0324099271462224,0.103196878025883,0.501229471576048,0.999967202106179
"6245","Srsf10","ENSMUSG00000028676",1512.39206150953,0.00173661798025611,0.105148298741653,0.962337072607672,0.999967202106179
"6246","Rnf220","ENSMUSG00000028677",4211.18039624475,-0.00302584017627696,0.105630208038305,0.915927945986896,0.999967202106179
"6247","Kif2c","ENSMUSG00000028678",31.8480302022662,0.0260411977964199,0.112784532898878,0.287242977409274,0.999967202106179
"6248","Plk3","ENSMUSG00000028680",96.7491778068456,-0.0116907952875337,0.105277479538943,0.738084842750554,0.999967202106179
"6249","Ptch2","ENSMUSG00000028681",30.4257668816508,0.025022819282788,0.112312454724499,0.31214739869083,0.999967202106179
"6250","Eif2b3","ENSMUSG00000028683",318.669710344409,-0.0123663091920069,0.10329764157264,0.767082420016037,0.999967202106179
"6251","Urod","ENSMUSG00000028684",407.539401399105,0.00170704079808693,0.106756516019489,0.956025007937695,0.999967202106179
"6252","Mutyh","ENSMUSG00000028687",15.6195970083014,0.0139258116291009,0.110425308172895,0.501921852960858,0.999967202106179
"6253","Toe1","ENSMUSG00000028688",68.8506206784253,0.00314144964143437,0.109194487233431,0.882410931158433,0.999967202106179
"6254","Ccdc163","ENSMUSG00000028689",143.78916942585,0.0141772854735439,0.104287139987219,0.717182413584747,0.999967202106179
"6255","Mmachc","ENSMUSG00000028690",602.231516037109,0.000210349071323732,0.107726228818882,0.997130733564402,0.999967202106179
"6256","Prdx1","ENSMUSG00000028691",834.394301210163,-0.0168667599511857,0.108092339559633,0.585477252217452,0.999967202106179
"6257","Akr1a1","ENSMUSG00000028692",2400.02164907204,-0.00361402329362652,0.108450086892479,0.878023501334003,0.999967202106179
"6258","Nasp","ENSMUSG00000028693",877.51573747527,0.0117365961148454,0.108756764923691,0.65571983913961,0.999967202106179
"6259","Ipp","ENSMUSG00000028696",328.605539287335,-0.0122957348029691,0.106740912972947,0.702561951009294,0.999967202106179
"6260","Pik3r3","ENSMUSG00000028698",778.49241741841,0.0219375385834228,0.101114303329453,0.634788318827646,0.999967202106179
"6261","Tspan1","ENSMUSG00000028699",44.2084609025056,-0.0251333720161811,0.111402805996802,0.367169449014722,0.999967202106179
"6262","Pomgnt1","ENSMUSG00000028700",489.623136256133,0.000682621307602528,0.103285096252001,0.986379834161341,0.999967202106179
"6263","Lurap1","ENSMUSG00000028701",90.1074911365246,0.00783906527202561,0.108481529915024,0.758783975266782,0.999967202106179
"6264","Rad54l","ENSMUSG00000028702",77.0124529526047,0.0448272723416796,0.120296980194549,0.126783388076756,0.999967202106179
"6265","Lrrc41","ENSMUSG00000028703",560.497705970076,0.00398552486994934,0.108038210681085,0.880175072763212,0.999967202106179
"6266","Nsun4","ENSMUSG00000028706",220.794467335155,-0.00207427395312178,0.103531760563692,0.953795265047495,0.999967202106179
"6267","Dmbx1","ENSMUSG00000028707",5.93225540373803,-0.00591362540108065,0.111066267121349,0.482586369497656,0.999967202106179
"6268","Mknk1","ENSMUSG00000028708",480.965320880532,-0.0216228392490091,0.104457915108827,0.595094756848088,0.999967202106179
"6269","Mob3c","ENSMUSG00000028709",43.758340571423,-3.21332532451784e-05,0.109212684563987,0.996052136547141,0.999967202106179
"6270","Atpaf1","ENSMUSG00000028710",281.581831833081,-0.0187312112148194,0.103447978057343,0.651219393313838,0.999967202106179
"6271","Cyp4b1","ENSMUSG00000028713",5.96201123737147,-0.0132547782125768,0.112223140648011,0.0266044091334174,0.455580187360027
"6272","Pdzk1ip1","ENSMUSG00000028716",4.36132887818361,-0.000798760301464898,0.110656245905559,0.937088928106868,0.999967202106179
"6273","Stil","ENSMUSG00000028718",362.414358972128,0.96784940906859,0.515647937461979,0.00154867266423762,0.0472354525788751
"6274","Cmpk1","ENSMUSG00000028719",1613.08761164111,0.00904187252191201,0.105195142515649,0.799419147820991,0.999967202106179
"6275","Ebna1bp2","ENSMUSG00000028729",880.962944468853,0.0705168498838435,0.119940497090544,0.19430807631999,0.999967202106179
"6276","Cfap57","ENSMUSG00000028730",813.523506813881,0.108955826087266,0.163457985311085,0.0633638103317121,0.805995336261778
"6277","Pax7","ENSMUSG00000028736",1.19695293443161,0.00394963329099316,0.111237534170773,0.22275245931628,NA
"6278","Aldh4a1","ENSMUSG00000028737",128.248862812468,0.00623661053514109,0.107446629479043,0.828020098005939,0.999967202106179
"6279","Mrto4","ENSMUSG00000028741",184.307438232408,-0.0078019905979013,0.103923701711036,0.83385506670073,0.999967202106179
"6280","Akr7a5","ENSMUSG00000028743",423.33124565819,-0.00398819811058272,0.109144622362021,0.84666301892461,0.999967202106179
"6281","Pqlc2","ENSMUSG00000028744",437.93341534357,-0.00256144730782224,0.107599762887727,0.923358533541291,0.999967202106179
"6282","Capzb","ENSMUSG00000028745",2800.84083217452,0.00237070479036443,0.104220395845542,0.948233682533515,0.999967202106179
"6283","Htr6","ENSMUSG00000028747",1.43193852691717,0.00159788076669658,0.111011945792999,0.787955772655263,NA
"6284","Pla2g2c","ENSMUSG00000028750",0.98490777484843,0.00119676032874214,0.111070052089334,0.793323082767091,NA
"6285","Pla2g2e","ENSMUSG00000028751",18.9296288186966,0.00926550757832203,0.110086218781375,0.623713454691152,0.999967202106179
"6286","Vwa5b1","ENSMUSG00000028753",4.01357041514124,0.0141068062133941,0.111992011648669,0.187092915976323,0.999967202106179
"6287","Cda","ENSMUSG00000028755",1.14623894547527,-0.00271382401853476,0.111118425436373,0.545843607406524,NA
"6288","Pink1","ENSMUSG00000028756",983.353315903767,-0.00532314066065924,0.103129034368692,0.888170135452505,0.999967202106179
"6289","Ddost","ENSMUSG00000028757",1521.58583504948,-0.0025980254741515,0.106525523505312,0.931400708539882,0.999967202106179
"6290","Kif17","ENSMUSG00000028758",754.695272903065,0.0448388853296406,0.107893334362511,0.356962923690661,0.999967202106179
"6291","Hp1bp3","ENSMUSG00000028759",3306.16375571354,0.0117247098401586,0.0978288489651996,0.851773941302036,0.999967202106179
"6292","Eif4g3","ENSMUSG00000028760",9215.8481518626,0.0257609024044342,0.0977370954588534,0.617725837546532,0.999967202106179
"6293","Hspg2","ENSMUSG00000028763",845.152062293324,-0.0075795383792634,0.110292445576971,0.638089671362002,0.999967202106179
"6294","Alpl","ENSMUSG00000028766",43.472695836194,0.028263630656348,0.115783600424685,0.0407243203833001,0.611810754823325
"6295","Ptpn12","ENSMUSG00000028771",774.016209102467,-0.00390460040641228,0.095970160373967,0.933158338711713,0.999967202106179
"6296","Zcchc17","ENSMUSG00000028772",389.677682252087,0.014041351080053,0.103326988841841,0.729284778263862,0.999967202106179
"6297","Fabp3","ENSMUSG00000028773",8.42233858710311,0.0156341582201914,0.111847555277949,0.28122935930861,0.999967202106179
"6298","Tinagl1","ENSMUSG00000028776",13.5555601919628,-0.0123462018364072,0.111197651232502,0.397780869513222,0.999967202106179
"6299","Hcrtr1","ENSMUSG00000028778",3.00406454174864,0.00525592044832557,0.111102818347692,0.469961316084268,0.999967202106179
"6300","Pef1","ENSMUSG00000028779",427.09206305705,0.0113950686745968,0.109282716598015,0.636445954142267,0.999967202106179
"6301","Sema3c","ENSMUSG00000028780",14.1568817755812,-0.00439679171106417,0.110943177965503,0.6115836876126,0.999967202106179
"6302","Adgrb2","ENSMUSG00000028782",260.041049216539,0.0205906029118498,0.112312191225485,0.279628074108022,0.999967202106179
"6303","Spocd1","ENSMUSG00000028784",3.00902986321502,0.000228815844440168,0.110938613515414,0.975605646942888,0.999967202106179
"6304","Hpca","ENSMUSG00000028785",7.41140239148947,-0.00430770724313171,0.110487238011631,0.740854998327906,0.999967202106179
"6305","Tmem54","ENSMUSG00000028786",2.0784146754215,0.00917403656299576,0.111478408289793,0.228303888948816,NA
"6306","Ptp4a2","ENSMUSG00000028788",2932.05401117336,-0.00257675776766303,0.102675575084655,0.945093511962019,0.999967202106179
"6307","Azin2","ENSMUSG00000028789",291.592299063041,0.0123422392484329,0.106502730727715,0.711244386614189,0.999967202106179
"6308","Khdrbs1","ENSMUSG00000028790",1515.81354900091,0.00173516283181819,0.101074457071021,0.967286231663573,0.999967202106179
"6309","Ak2","ENSMUSG00000028792",585.413082847653,-0.0403244858838539,0.112118846689058,0.319030445427534,0.999967202106179
"6310","Rnf19b","ENSMUSG00000028793",893.169592821906,-0.0188017231236495,0.106265668254895,0.604045670820993,0.999967202106179
